Parameter,Type,Min,Max,Default,Description
Demographics_Filenames,array of strings,NA,NA,[],An array of the paths to demographics files containing information on the identity and demographics of the region to simulate. The files must be in .json format. Note that this parameter is only required when **Enable_Demographics_Builtin** is set to 0. See [example](../json/config-population-demographics-filenames.json).
Enable_Aging,boolean,0,1,1,Controls whether or not individuals in a population age during the simulation. **Enable_Vital_Dynamics** must be set to true (1).
Enable_Birth,boolean,0,1,1,"Controls whether or not individuals will be added to the simulation by birth. **Enable_Vital_Dynamics** must be set to true (1). If you want new individuals to have the same intervention coverage as existing individuals, you must add a **BirthTriggeredIV** to the campaign file."
Enable_Demographics_Builtin,boolean,0,1,0,Controls whether or not built-in demographics for default geography will be used. Note that the built-in demographics feature does not represent a real geographical location and is mostly used for testing. Set to true (1) to define the initial population and number of nodes using **Default_Geography_Initial_Node_Population** and **Default_Geography_Torus_Size**. Set to false (0) to use demographics input files defined in **Demographics_Filenames**.
Enable_Vital_Dynamics,boolean,0,1,1,Controls whether or not births and deaths occur in the simulation. Births and deaths must be individually enabled and set.
Minimum_Adult_Age_Years,float,0,3.40E+38,15,"The age, in years, after which an individual is considered an adult. **Individual_Sampling_Type** must be set to ADAPTED_SAMPLING_BY_AGE_GROUP."
Population_Density_Infectivity_Correction,enum,NA,NA,CONSTANT_INFECTIVITY,"Correction to alter infectivity by population density set in the **Population_Density_C50** parameter. Measured in people per square kilometer. <br> Possible values are:<br> <br> * CONSTANT_INFECTIVITY<br> * SATURATING_FUNCTION_OF_DENSITY<br> <br> .. note::<br> <br> Sparsely populated areas have a lower infectivity, while densely populated areas have a higher infectivity, which rises to saturate at the **Base_Infectivity** value."
Population_Scale_Type,enum,NA,NA,USE_INPUT_FILE,The method to use for scaling the initial population specified in the demographics input file.<br> Possible values are:<br> <br> USE_INPUT_FILE<br> Turns off population scaling and uses **InitialPopulation** in the demographics file (see [NodeAttributes](parameter-demographics.md#nodeattributes) parameters).  <br> FIXED_SCALING<br> Enables **Base_Population_Scale_Factor**.
Report_HIV_ByAgeAndGender_Add_Transmitters,boolean,0,1,0,"When set to 1, the Transmitters column is included in the output report. For a given row, this value indicates how many individuals that have transmitted the disease meet the specifications of that row."
Report_HIV_ByAgeAndGender_Collect_Age_Bins_Data,array of floats,-3.40282e+38,3.40282e+38,[],"A list of bins used to stratify the report by age. Each value defines the minimum value (inclusive) of that bin, while the next value defines the maximum value (exclusive) of the bin. The values cannot be equal and must be listed in ascending order. Leave the array empty to not stratify the report by age. The maximum number of age bins is 100. See [example](../json/config-population-hiv-report-hiv-byageandgender-collect-age-bins-data.json)."
Report_HIV_ByAgeAndGender_Collect_Gender_Data,boolean,0,1,0,"When set to 1, the output report will be stratified by gender."
x_Base_Population,float,0,3.40E+38,1,"Scale factor for **InitialPopulation** in the demographics file (see [NodeAttributes](parameter-demographics.md#nodeattributes) parameters). If **Population_Scale_Type** is set to FIXED_SCALING, the initial simulation population is uniformly scaled over the entire area to adjust for historical or future population density."
x_Birth,float,0,3.40E+38,1,"Scale factor for birth rate, as provided by the demographics file (see [NodeAttributes](parameter-demographics.md#nodeattributes) parameters). **Enable_Birth** must be set to 1."
